,FIPS,Lat,Long_,Confirmed,Deaths,Active,Combined_Key,Population
2443,17123,41.0327901,-89.34510444,2,0,2,"Marshall, IL",11438
2444,55077,43.81911946,-89.40073763,3,0,3,"Marquette, WI",15574
2445,45069,34.59905577,-79.67561152,15,0,15,"Marlboro, SC",26118
2446,39101,40.58610662,-83.15736305,164,0,164,"Marion, OH",65093
2447,2130,55.57445008,-130.975561,15,0,15,"Ketchikan Gateway, AK",13901
2448,48265,30.06040006,-99.34930144,3,0,3,"Kerr, TX",52600
2449,19107,41.33649833,-92.1785067,2,0,2,"Keokuk, IA",10246
2450,48185,30.54579585,-95.98902499,7,0,7,"Grimes, TX",28880
2451,36041,43.66146647,-74.49721957,3,0,3,"Hamilton, NY",4416
2452,31081,40.87349452,-98.02099117,13,0,13,"Hamilton, NE",9324
2453,20075,37.99978709,-101.7921066,1,0,1,"Hamilton, KS",2539
2454,19079,42.38382428,-93.70197703,2,0,2,"Hamilton, IA",14773
2455,12047,30.49673973,-82.94998918,2,0,2,"Hamilton, FL",14428
2456,51083,36.76654925,-78.93512622,7,0,7,"Halifax, VA",33911
2457,1065,32.76039258,-87.63284988,18,0,18,"Hale, AL",14651
2458,19077,41.68378965,-94.50111014,3,0,3,"Guthrie, IA",10689
2459,12045,29.93543004,-85.24270990000002,1,0,1,"Gulf, FL",13639
2460,39059,40.05026529,-81.49248905,10,0,10,"Guernsey, OH",38875
2461,48187,29.58165339,-97.94786822,50,0,50,"Guadalupe, TX",166847
2462,19075,42.40183723,-92.78829551,1,0,1,"Grundy, IA",12232
2463,17063,41.28569601,-88.41905692,24,0,24,"Grundy, IL",51054
2464,28043,33.77036166,-89.80245083,14,0,14,"Grenada, MS",20758
2465,1063,32.85504247,-87.95684022,18,0,18,"Greene, AL",8111
2466,48183,32.47940482,-94.81591935,47,0,47,"Gregg, TX",123945
2467,45047,34.15272415,-82.12715789,19,0,19,"Greenwood, SC",70811
2468,20073,37.8774388,-96.23250453,1,0,1,"Greenwood, KS",5982
2469,21089,38.54332505,-82.9215658,7,0,7,"Greenup, KY",35098
2470,51081,36.67878901,-77.56351439,16,0,16,"Greensville, VA",11336
2471,4011,33.21498827,-109.2405279,2,0,2,"Greenlee, AZ",9498
2472,51079,38.29545894,-78.46525378,5,0,5,"Greene, VA",19819
2473,42059,39.85746531,-80.22357106,23,0,23,"Greene, PA",36233
2474,37079,35.48544173,-77.67578087,16,0,16,"Greene, NC",21069
2475,36039,42.275797,-74.12384884,73,0,73,"Greene, NY",47188
2476,28041,31.21444233,-88.63922281,3,0,3,"Greene, MS",13586
2477,19073,42.03614551,-94.39658081,1,0,1,"Greene, IA",8888
2478,17061,39.35907414,-90.388865,1,0,1,"Greene, IL",12969
2479,48193,31.70470573,-98.11083887,3,0,3,"Hamilton, TX",8461
2480,46057,44.67385954,-97.18829593,1,0,1,"Hamlin, SD",6164
2481,54027,39.32103553,-78.60826476,7,0,7,"Hampshire, WV",23175
2482,45049,32.77419582,-81.13845571,12,0,12,"Hampton, SC",19222
2483,48211,35.83764858,-100.2703577,1,0,1,"Hemphill, TX",3819
2484,37087,35.55269063,-82.98196486,4,0,4,"Haywood, NC",62317
2485,15001,19.60121157,-155.5210167,41,0,41,"Hawaii, HI",201513
2486,20079,38.04293782,-97.42747573,5,0,5,"Harvey, KS",34429
2487,21099,37.29943898,-85.88461055,1,0,1,"Hart, KY",19035
2488,13147,34.34626973,-82.96567682,5,0,5,"Hart, GA",26205
2489,51660,38.43542574,-78.87536254,101,0,101,"Harrisonburg, VA",53016
2490,29081,40.35570088,-93.99222144,6,0,6,"Harrison, MO",8352
2491,21097,38.44188174,-84.32869741,14,0,14,"Harrison, KY",18886
2492,19085,41.68330137,-95.81558439,12,0,12,"Harrison, IA",14049
2493,24025,39.55010644,-76.30775940000002,152,0,152,"Harford, MD",255441
2494,54031,39.00683177,-78.85855301,2,0,2,"Hardy, WV",13776
2495,47071,35.19732531,-88.18593755,2,0,2,"Hardin, TN",25652
2496,39065,40.66015414,-83.65929931,11,0,11,"Hardin, OH",31365
2497,21093,37.6976111,-85.96319251,25,0,25,"Hardin, KY",110958
2498,19083,42.38353877,-93.23654611,1,0,1,"Hardin, IA",16846
2499,47069,35.20772017,-88.99161161,7,0,7,"Hardeman, TN",25050
2500,12049,27.49293939,-81.80956574,3,0,3,"Hardee, FL",26937
2501,48195,36.27743284,-101.3545796,1,0,1,"Hansford, TX",5399
2502,51085,37.7583355,-77.49464673,53,0,53,"Hanover, VA",107766
2503,54029,40.51943859,-80.57461608,7,0,7,"Hancock, WV",28810
2504,47067,36.52692871,-83.22375847,0,0,0,"Hancock, TN",6620
2505,23009,44.59816444,-68.38401854,5,0,5,"Hancock, ME",54987
2506,21091,37.83766422,-86.78280584,1,0,1,"Hancock, KY",8722
2507,19081,43.08178477,-93.73454884,3,0,3,"Hancock, IA",10630
2508,17067,40.40423981,-91.16313899,3,0,3,"Hancock, IL",17708
2509,13141,33.2721566,-82.99766919,5,0,5,"Hancock, GA",8457
2510,5055,36.11735460000001,-90.55832668,6,0,6,"Greene, AR",45325
2511,54025,37.9463652,-80.45335881,3,0,3,"Greenbrier, WV",34662
2512,44003,41.67106337,-71.57641596,244,0,244,"Kent, RI",164292
2513,47053,35.99438059,-88.93358327,21,0,21,"Gibson, TN",49133
2514,30037,46.3816474,-109.1768522,1,0,1,"Golden Valley, MT",821
2515,13127,31.23279254,-81.53811412,41,0,41,"Glynn, GA",85292
2516,51073,37.40809042,-76.53524337,20,0,20,"Gloucester, VA",37348
2517,6021,39.59875897,-122.3938452,4,0,4,"Glenn, CA",28393
2518,26051,43.98901072,-84.38774817,6,0,6,"Gladwin, MI",25449
2519,30035,48.70513576,-112.9934235,4,0,4,"Glacier, MT",13753
2520,8047,39.85646523,-105.5252597,1,0,1,"Gilpin, CO",6243
2521,13123,34.69316688,-84.45802506,7,0,7,"Gilmer, GA",31369
2522,48171,30.31824095,-98.94676915,1,0,1,"Gillespie, TX",26988
2523,51071,37.31234791,-80.70636931,4,0,4,"Giles, VA",16720
2524,47055,35.20222469,-87.03992678,3,0,3,"Giles, TN",29464
2525,12041,29.72856978,-82.79880657,6,0,6,"Gilchrist, FL",18582
2526,4007,33.80190085,-110.8132779,3,0,3,"Gila, AZ",54018
2527,18051,38.30393723,-87.58054938,4,0,4,"Gibson, IN",33659
2528,55047,43.80025981,-89.04679553,1,0,1,"Green Lake, WI",18913
2529,28039,30.86259065,-88.64436789,8,0,8,"George, MS",24500
2530,29075,40.21097916,-94.40944419,1,0,1,"Gentry, MO",6571
2531,1061,31.09389027,-85.83572839,2,0,2,"Geneva, AL",26271
2532,16045,44.06482372,-116.398376,9,0,9,"Gem, ID",18112
2533,20061,38.99871131,-96.7577178,9,0,9,"Geary, KS",31670
2534,37073,36.44667547,-76.69749701,4,0,4,"Gates, NC",11562
2535,29073,38.43947277,-91.50847147,2,0,2,"Gasconade, MO",14706
2536,40049,34.70418038,-97.30811132,10,0,10,"Garvin, OK",27711
2537,24023,39.52786077,-79.27355126,4,0,4,"Garrett, MD",29014
2538,21079,37.6388668,-84.53289319,1,0,1,"Garrard, KY",17666
2539,5051,34.57692074,-93.14921604,103,0,103,"Garland, AR",99386
2540,49017,37.85447192,-111.4418764,1,0,1,"Garfield, UT",5051
2541,30031,45.54486106,-111.1692571,139,0,139,"Gallatin, MT",114434
2542,48175,28.65696592,-97.42760647,5,0,5,"Goliad, TX",7658
2543,48177,29.45634206,-97.49424032,2,0,2,"Gonzales, TX",20837
2544,51075,37.71714806,-77.90381514,40,0,40,"Goochland, VA",23753
2545,27049,44.40849741,-92.7234195,17,0,17,"Goodhue, MN",46340
2546,55045,42.6794956,-89.60243287,9,0,9,"Green, WI",36960
2547,21087,37.26484328,-85.5540745,1,0,1,"Green, KY",10941
2548,51077,36.65677234,-81.23215889,0,0,0,"Grayson, VA",15550
2549,48181,33.62744998,-96.67753461,19,0,19,"Grayson, TX",136212
2550,21085,37.46231118,-86.34248968,5,0,5,"Grayson, KY",26427
2551,53027,47.14003705,-123.7820567,12,0,12,"Grays Harbor, WA",75061
2552,48179,35.40081878,-100.8129222,13,0,13,"Gray, TX",21886
2553,21083,36.72292505,-88.65143315,16,0,16,"Graves, KY",37266
2554,26057,43.29265605,-84.60505416,7,0,7,"Gratiot, MI",40711
2555,54023,39.10314817,-79.19440518,1,0,1,"Grant, WV",11568
2556,41023,44.49024544,-119.0068631,1,0,1,"Grant, OR",7199
2557,40053,36.796297,-97.78638765,2,0,2,"Grant, OK",4333
2558,38037,46.35821257,-101.6390013,1,0,1,"Grant, ND",2274
2559,35017,32.73911281,-108.3827845,11,0,11,"Grant, NM",26998
2560,22043,31.59882456,-92.56124347,12,0,12,"Grant, LA",22389
2561,5053,34.29017991,-92.42320562,11,0,11,"Grant, AR",18265
2562,50013,44.7975824,-73.29679772,3,0,3,"Grand Isle, VT",7235
2563,38035,47.92093639,-97.45450447,20,0,20,"Grand Forks, ND",69451
2564,49019,38.98103848,-109.5704487,1,0,1,"Grand, UT",9754
2565,8049,40.10603347,-106.1178042,4,0,4,"Grand, CO",15734
2566,47057,36.27469206,-83.51254721,4,0,4,"Grainger, TN",23320
2567,4009,32.93166885,-109.8882178,2,0,2,"Graham, AZ",38837
2568,33009,43.93779815,-71.82057197,44,0,44,"Grafton, NH",89886
2569,20063,38.91588178,-100.4829321,1,0,1,"Gove, KS",2636
2570,31073,40.51481965,-99.83020279,1,0,1,"Gosper, NE",1990
2571,56015,42.08798185,-104.3534743,3,0,3,"Goshen, WY",13211
2572,16047,42.96927962,-114.8108306,5,0,5,"Gooding, ID",15179
2573,21101,37.79344553,-87.57392021,20,0,20,"Henderson, KY",45210
2574,47077,35.65581134,-88.38600175,2,0,2,"Henderson, TN",28117
2575,48213,32.21128872,-95.85846587,11,0,11,"Henderson, TX",82737
2576,18077,38.78576239,-85.43633383,15,0,15,"Jefferson, IN",32308
2577,55055,43.02054068,-88.77529134,24,0,24,"Jefferson, WI",84769
2578,54037,39.30776166,-77.86014147,54,0,54,"Jefferson, WV",57146
2579,53031,47.75003077,-123.56097040000002,28,0,28,"Jefferson, WA",32221
2580,47089,36.04818632,-83.45148924,16,0,16,"Jefferson, TN",54495
2581,42065,41.12913106,-78.9986361,2,0,2,"Jefferson, PA",43425
2582,41031,44.62806839,-121.17832,1,0,1,"Jefferson, OR",24658
2583,40067,34.11130184,-97.83182974,1,0,1,"Jefferson, OK",6002
2584,39081,40.38614126,-80.76259514,24,0,24,"Jefferson, OH",65325
2585,36045,44.04200959,-75.94653457,47,0,47,"Jefferson, NY",109834
2586,30043,46.14907081,-112.094396,2,0,2,"Jefferson, MT",12221
2587,28063,31.73397872,-91.03764977,4,0,4,"Jefferson, MS",6990
2588,20087,39.2347941,-95.38289232,5,0,5,"Jefferson, KS",19043
2589,19101,41.03192394,-91.94849466,4,0,4,"Jefferson, IA",18295
2590,17081,38.29980057,-88.9240025,9,0,9,"Jefferson, IL",37684
2591,12051,26.55386945,-81.16469006,26,0,26,"Hendry, FL",42022
2592,16051,43.82078483,-112.3131749,4,0,4,"Jefferson, ID",29871
2593,13161,31.80405727,-82.63724870000001,2,0,2,"Jeff Davis, GA",15115
2594,18075,40.43781032,-85.00576229,7,0,7,"Jay, IN",20436
2595,45053,32.43171982,-81.02487495,14,0,14,"Jasper, SC",30073
2596,29097,37.20351921,-94.34050458,27,0,27,"Jasper, MO",121328
2597,28061,32.01922104,-89.11786866,15,0,15,"Jasper, MS",16383
2598,19099,41.68576082,-93.05567785,17,0,17,"Jasper, IA",37185
2599,13159,33.31535543,-83.68844964,10,0,10,"Jasper, GA",14219
2600,48239,28.95472367,-96.57749563,4,0,4,"Jackson, TX",14760
2601,47087,36.36380466,-85.67239905,7,0,7,"Jackson, TN",11786
2602,41029,42.43201126,-122.7289309,47,0,47,"Jackson, OR",220944
2603,40065,34.58781741,-99.41138784,6,0,6,"Jackson, OK",24530
2604,39079,39.01914254,-82.61818559999998,3,0,3,"Jackson, OH",32413
2605,18079,38.99588883,-85.62710784,60,0,60,"Jennings, IN",27735
2606,46073,44.06637798,-98.62965972,3,0,3,"Jerauld, SD",2013
2607,17083,39.08869046,-90.35393073,8,0,8,"Jersey, IL",21773
2608,21113,37.87119786,-84.58252003,29,0,29,"Jessamine, KY",54115
2609,48259,29.94414155,-98.7113588,14,0,14,"Kendall, TX",47431
2610,2122,60.24429722,-151.53888840000005,16,0,16,"Kenai Peninsula, AK",58708
2611,28069,32.75462946,-88.64105766,15,0,15,"Kemper, MS",9742
2612,20093,38.00017981,-101.321681,0,0,0,"Kearny, KS",3838
2613,31099,40.50663314,-98.94877182,3,0,3,"Kearney, NE",6495
2614,48257,32.599141700000004,-96.28734728,33,0,33,"Kaufman, TX",136154
2615,15007,22.03935037,-159.5966786,21,0,21,"Kauai, HI",72293
2616,48255,28.90705334,-97.85960149,3,0,3,"Karnes, TX",15601
2617,49025,37.28507306,-111.8861752,3,0,3,"Kane, UT",7886
2618,27067,45.1526059,-95.00586446,2,0,2,"Kandiyohi, MN",43199
2619,54039,38.33860077,-81.52857054,88,0,88,"Kanawha, WV",178124
2620,42067,40.53358749,-77.39975129999998,47,0,47,"Juniata, PA",24763
2621,2110,58.45031811,-134.200436,21,0,21,"Juneau, AK",31974
2622,48253,32.73997145,-99.87861576,2,0,2,"Jones, TX",20083
2623,28067,31.62257767,-89.16896899999998,42,0,42,"Jones, MS",68098
2624,19105,42.12118609,-91.13139641,11,0,11,"Jones, IA",20681
2625,13169,33.02512137,-83.56019163,15,0,15,"Jones, GA",28735
2626,40069,34.31440473,-96.66011537,2,0,2,"Johnston, OK",11085
2627,47091,36.45523950000001,-81.84886538,2,0,2,"Johnson, TN",17788
2628,31097,40.39257596,-96.26522753,1,0,1,"Johnson, NE",5071
2629,29101,38.74719601,-93.80691168,45,0,45,"Johnson, MO",54062
2630,21115,37.85106355,-82.8264322,1,0,1,"Johnson, KY",22188
2631,17087,37.45939802,-88.88165419,2,0,2,"Johnson, IL",12417
2632,5071,35.56759135,-93.46036368,16,0,16,"Johnson, AR",26578
2633,17085,42.36542373,-90.21094405,11,0,11,"Jo Daviess, IL",21235
2634,48249,27.73103938,-98.0904705,2,0,2,"Jim Wells, TX",40482
2635,20089,39.78470589,-98.21820662,3,0,3,"Jewell, KS",2879
2636,37099,35.28814273,-83.14093385,4,0,4,"Jackson, NC",43938
2637,27063,43.67423373,-95.15398258,1,0,1,"Jackson, MN",9846
2638,22049,32.30251776,-92.55692092,11,0,11,"Jackson, LA",15744
2639,29091,36.77383887,-91.88683935,4,0,4,"Howell, MO",40117
2640,19089,43.35671042,-92.31702714,1,0,1,"Howard, IA",9158
2641,5061,34.09007427,-93.9934871,10,0,10,"Howard, AR",13202
2642,47083,36.28872054,-87.71878828,3,0,3,"Houston, TN",8201
2643,27055,43.67129565,-91.49143057,1,0,1,"Houston, MN",18600
2644,26061,46.89988536,-88.68495385,2,0,2,"Houghton, MI",35684
2645,56017,43.71930657,-108.4423174,1,0,1,"Hot Springs, WY",4413
2646,5059,34.31709259,-92.95396325,8,0,8,"Hot Spring, AR",33771
2647,48223,33.14875072,-95.56351139,4,0,4,"Hopkins, TX",37084
2648,51670,37.29186313,-77.29754684,14,0,14,"Hopewell, VA",22529
2649,41027,45.51872811,-121.65520359999998,4,0,4,"Hood River, OR",23382
2650,39075,40.56163713,-81.92635677,3,0,3,"Holmes, OH",43960
2651,12059,30.86747479,-85.81319222,4,0,4,"Holmes, FL",19617
2652,37093,35.01888303,-79.23651674,22,0,22,"Hoke, NC",55234
2653,39073,39.49537927,-82.47991446,4,0,4,"Hocking, OH",28264
2654,8053,37.82247444,-107.3004345,3,0,3,"Hinsdale, CO",820
2655,48217,31.99045053,-97.13423143,8,0,8,"Hill, TX",36649
2656,30041,48.62879827,-110.1129252,1,0,1,"Hill, MT",16484
2657,51091,38.35799465,-79.56124594,0,0,0,"Highland, VA",2190
2658,39071,39.1839264,-83.60331456,7,0,7,"Highland, OH",43161
2659,35023,31.91383467,-108.7151824,0,0,0,"Hidalgo, NM",4198
2660,47081,35.80609681,-87.47643507,2,0,2,"Hickman, TN",25178
2661,51089,36.68542395,-79.87634026,8,0,8,"Henry, VA",50557
2662,47079,36.33160906,-88.30121797,8,0,8,"Henry, TN",32345
2663,39069,41.3339642,-84.06830637,2,0,2,"Henry, OH",27006
2664,21103,38.44942688,-85.11587507,3,0,3,"Henry, KY",16126
2665,17073,41.3533994,-90.13296166,25,0,25,"Henry, IL",48913
2666,1067,31.51148016,-85.24267944,14,0,14,"Henry, AL",17205
2667,29089,39.1435761,-92.69756691,2,0,2,"Howard, MO",10001
2668,8055,37.68473101,-104.9612585,1,0,1,"Huerfano, CO",6897
2669,21109,37.41866422,-83.99825483,23,0,23,"Jackson, KY",13329
2670,46065,44.39091534,-99.99661148,5,0,5,"Hughes, SD",17526
2671,20085,39.41673394,-95.79356799,1,0,1,"Jackson, KS",13171
2672,19097,42.17178824,-90.57354837,4,0,4,"Jackson, IA",19439
2673,18071,38.90915820000001,-86.03851889,74,0,74,"Jackson, IN",44231
2674,12063,30.7954597,-85.21500423,6,0,6,"Jackson, FL",46414
2675,5067,35.59802983,-91.21494602,1,0,1,"Jackson, AR",16719
2676,48237,33.23377248,-98.17283469,3,0,3,"Jack, TX",8935
2677,5065,36.09604046,-91.90847954,2,0,2,"Izard, AR",13629
2678,28057,34.27993475,-88.3606733,11,0,11,"Itawamba, MS",23390
2679,27061,47.51009045,-93.63092229,2,0,2,"Itasca, MN",45130
2680,51093,36.90579348,-76.70842863,60,0,60,"Isle of Wight, VA",37109
2681,27059,45.56181234,-93.29487636,4,0,4,"Isanti, MN",40596
2682,13155,31.60213036,-83.27501387,12,0,12,"Irwin, GA",9416
2683,17075,40.74717633,-87.82466784,11,0,11,"Iroquois, IL",27114
2684,49021,37.85903620000001,-113.2897381,15,0,15,"Iron, UT",54839
2685,29093,37.55487945,-90.7735296,1,0,1,"Iron, MO",10125
2686,55049,43.00050278,-90.13469017,5,0,5,"Iowa, WI",23678
2687,19095,41.68630265,-92.0643373,7,0,7,"Iowa, IA",16184
2688,6027,36.51112084,-117.41119779999998,17,0,17,"Inyo, CA",18039
2689,5063,35.74242707,-91.57001641,6,0,6,"Independence, AR",37825
2690,16049,45.84721541,-115.4634436,3,0,3,"Idaho, ID",16667
2691,46069,44.54747703,-99.48572582,1,0,1,"Hyde, SD",1301
2692,48233,35.84006574,-101.3546643,3,0,3,"Hutchinson, TX",20938
2693,46067,43.33449012,-97.75536441,2,0,2,"Hutchinson, SD",7291
2694,26063,43.83353985,-83.04078453,7,0,7,"Huron, MI",30981
2695,42061,40.42162652,-77.97673273,12,0,12,"Huntingdon, PA",45144
2696,47085,36.03958805,-87.77992872,4,0,4,"Humphreys, TN",18582
2697,6023,40.69923009,-123.876044,51,0,51,"Humboldt, CA",135558
2698,48505,27.00156391,-99.16987152,3,0,3,"Zapata, TX",14179
